项目名称,相关介绍,历史渊源,传承人物,status
坡芽情歌,"坡芽情歌，又名坡芽歌书，云南省富宁县地方传统民间文学，国家级非物质文化遗产之一。

坡芽情歌的产生源自云南省富宁县丰厚的山歌文化生态土壤和人们在交往中依赖山歌传情表意的需要。2006年，富宁县文化普查小组在农凤妹家中发现一块画有坡芽情歌图案的土布，从此坡芽情歌才被慢慢揭开神秘面纱。坡芽情歌由绘制在土布上的81个图画符号组成，每一个图画符号代表一首情歌，整个歌集以男女恋情为主线，委婉曲折地反映了一对青年男女从相识、相知、相恋到相约白头偕老的动人故事。

2011年5月23日，坡芽情歌经国务院批准列入第三批国家级非物质文化遗产名录，遗产编号：I-113。","坡芽情歌也叫“坡芽歌书”，壮语称“布瓦吩”，意为“把图案画在土布上的山歌”，是以在坡芽村发现而得名。它的产生源自云南省富宁县丰厚的山歌文化生态土壤和人们在交往中依赖山歌传情表意的需要。 

以图符记歌曾经是云南省富宁县右江流域一带壮族传统传歌方式，在历史的进程中近乎濒亡。但在2006年，富宁县文化普查小组在农凤妹家中发现一块画有坡芽情歌图案的土布，从此以图符记歌为别致特征的壮族民歌精华“坡芽情歌”才被慢慢揭开神秘面纱，引起世人的关注。",农凤妹，女，1965年4月出生。2007年3月，农凤妹被列为县级非物质文化遗产代表性项目代表性传承人；同年4月被列为州级非遗传承人；2010年6月，入选省级第五批代表性传承人名录；2012年12月，农凤妹入选为第四批国家级非物质文化遗产代表性项目代表性传承人。项目名称：坡芽情歌。,Success
壮族嘹歌,,,,Failed
壮族百鸟衣故事,,,,Failed
天坛传说,"天坛传说，北京市东城区民间文学，国家级非物质文化遗产之一。

2011年5月23日，天坛传说经中华人民共和国国务院批准列入第三批国家级非物质文化遗产名录，项目编号：Ⅰ-85。","天坛初建是合祀天地的场所，故名天地坛，这从现今天坛坛墙的形状仍可看出。其坛墙有内外两重，都是南方北 圆，正符合中国古代天圆地方的传统观念。虽然从嘉靖九年改为天地分祀，在北郊另建了地坛，而天坛的围墙并未改动。

1.传说的创作，一般是有现实生活的人物或事物作为依据，其体裁特点是解释性的。而天坛的民间传说中，有一些在流传中显然突破了传说体裁特点的限制，虽然也还保留着某些解释性的痕迹，却更像是幻想故事或生活故事。如“益母草的传说”。清乾隆年间汪启淑著《水曹清暇录》里就有关于天坛益母草的记载，

清道光时麟庆著《鸿雪因缘图记》中有《天坛采药》一章，清吴长元著《宸垣识略》中也有此传说的记载，这说明，民间早就有关于益母草的种种传闻，逐渐被民众附会到天坛的传说中来了。再如《甘泉与天坛的甜水井》的传说，也是有渊源来历的，清人王士祯曾做诗：“京师土脉水甘泉，顾渚春芽枉费煎。只有天坛石 好，清波一勺买千钱。

2.明清两代帝王“祭天”和“祈谷（谷）”的场所。始建于明永乐十八年（1420年）。总面积273万平方米。主要建筑有圜丘、皇穹宇和祈年殿。圜丘是每年冬至日“大祀”祭天之处，祈年殿是每年正月第一个辛日“祀皇天上帝”、“为民祈谷”之处。圜丘和祈年殿建造在南北纵轴线上，其间用宽30米和高于地面4米的砖砌大道相联，大道两旁种植松柏树，造成庄严肃穆的气氛。中国古代有“天圆地方”之说，所以主要均为圆形大殿，蓝色琉璃瓦顶高38米，坐落在三层汉白玉石坛-——祈谷坛上。殿身中央四柱代表四季，外围两排各12根柱，分别代表12个月和12个时辰。天坛是中国现存精美的古建筑群之一。现辟为公园。全国重点文物保护单位。",,Success
契丹始祖传说,,,,Failed
女娲传说,"《女娲传说之灵珠》是北京拉风影视投资有限公司出品，由马广源编剧，蔡晶盛执导，钟欣潼、蒲巴甲、蒋毅、刘庭羽、李倩、郭珍霓、刘娜萍等主演古装穿越剧。

该剧讲述了考古学家的女儿丁瑶从小就被一个梦境所困惑，梦中的她正在等待心上人的到来，却被姗姗来迟的心上人偷袭，每当丁瑶想看清偷袭她的人时，都会从梦中惊醒。再一次意外中，丁瑶转动了父亲带回来的古物，一下子回到了三千年前的南越国，从此展开了一段穿越千年的恋情。

《女娲传说之灵珠》于2011年1月16日在四川公共频道首播，播出首日便创下全国收视第一的佳绩。3月20日该剧在江苏卫视独家献映。","![图片](https://bkimg.cdn.bcebos.com/smart/024f78f0f736afc37931cfcfa941fcc4b74543a9b45b-bkimg-process,v_1,rw_1,rh_1,maxl_216,pad_1,color_ffffff?x-bce-process=image/format,f_auto)

![图片](https://bkimg.cdn.bcebos.com/pic/8b13632762d0f7030ff3276400fa513d2797c5c1?x-bce-process=image/format,f_auto/resize,m_lfit,limit_1,h_240)",,Success
孔雀东南飞传说,"孔雀东南飞传说，安徽省安庆市怀宁县、潜山县（今潜山市）民间文学，国家级非物质文化遗产之一。

孔雀东南飞传说的形成过程，可追溯到东汉建安年间。南朝徐陵将该诗以“古诗为焦仲卿妻作”为题收入他所编的《玉台新咏》从此进入文坛成为定本。孔雀东南飞传说具有口头性、集体性、传承性、变异性等特征，具有文化价值、审美价值和教育价值。

2014年11月11日，孔雀东南飞传说经中华人民共和国国务院批准列入第四批国家级非物质文化遗产代表性项目名录，项目编号：Ⅰ-130。","孔雀东南飞传说的形成过程，可追溯到东汉建安年间，庐江郡小吏焦仲卿娶刘兰芝为妻，夫妻恩爱情深。但兰芝为焦母所不容，被迫遣回娘家。焦、刘两人分手时发誓生死相爱，不复嫁娶。兰芝回娘家后，其兄逼其改嫁，在走投无路时投水身亡，仲卿闻讯后也自缢于庭树。焦、刘殉情一事，震动了庐江郡，“家家户户说焦、刘”，在民间广为流传。有的人在讲述这个故事时，还会把它描绘得很形象很生动，听者无不流下了同情的泪水。当地人去外地访亲问友时会讲述这个故事，外地亲友和商家来潜山，人们也会把焦、刘的爱情故事讲给他们听，一传十、十传百，这个凄婉动人的爱情故事便讯速流传开来。焦、刘爱情故事在社会上流传了很长一段时间后，当地一文人同情其不幸，感叹其哀烈，认为这是一个好题材，灵感亦随之而来，便按照其哀切动人的故事情节，用民歌体写成了一首长诗。于是300余年后，在群众集体创作的基础上，诞生了《孔雀东南飞》。南朝徐陵将该诗以“古诗为焦仲卿妻作”为题收入他所编的《玉台新咏》，从此进入文坛成为定本，这是保存下来的中国古代最早的一首长篇叙事诗，堪称中国叙事诗成熟的里程碑，焦仲卿、刘兰芝被称为中国的罗密欧与朱丽叶。 

2006年，孔雀东南飞传说经安徽省人民政府批准列入第一批安徽省省级非物质文化遗产名录。2014年11月，孔雀东南飞传说经中华人民共和国国务院批准列入第四批国家级非物质文化遗产代表性项目名录。",李智海，男，汉族，孔雀东南飞传说国家级非物质文化遗产代表性项目代表性传承人。,Success
满族说部（孙吴县满语故事）,"满族说部（孙吴县满语故事），黑龙江省黑河市孙吴县民间文学，国家级非物质文化遗产之一。

2021年5月24日，赛马会（恰青赛马会）经中华人民共和国国务院批准列入第五批国家级非物质文化遗产扩展项目名录，项目编号是Ⅰ-12。","满族说部（孙吴县满语故事），即满族说部的遗存故事之一。满语说部是指由满族民间艺人创作并传讲的、旨在反映历史上满族人民征战生活与情感世界的一种长篇散文体叙事文学，因其体式与汉族民间艺人的说书比较接近，每部书可独立讲述，故称“说部”。满语称“乌勒本”，汉意为传或传记之意。

满族说部靠口耳相传，主要在氏族内代代承袭。大多用满语说唱，清中叶后满语渐废，多半用汉语夹杂满语讲唱。满族说部由一个主要故事主线为轴，辅以数个或数十个枝节故事链为纬线，环环相扣，构成错综复杂、生动感人的长篇巨著。",,Success
孟姜女传说,,,,Failed
孟母教子传说,,,,Failed
密洛陀,,,,Failed
尧的传说,"尧的传说，流传于山东省菏泽市牡丹区和山西省绛县的民间传说，国家级非物质文化遗产之一。

尧是中国古代传说的圣王，后代传说他号陶唐，姓伊祁氏，故亦称为唐尧。《尚书》和《史记》都说他名叫放勋。尧寓村存有的古石碑、庙宇等遗址及遗迹，据说都与尧王有关。每处关于尧王的民间传说内容都十分丰富，情节也曲折动人，代表作品有《尧王兴拜年》《埋人的说法》《娥皇女英拜寿》等。鄄城县境内与帝尧相关的民间传说丰富多彩，有尧王“箕山访许由”“历山访舜”“尧嫁二女”“智试娥英”“尧葬谷林”等十余种。

2008年，鄄城县人民政府将“尧的传说”列入第一批县级非物质文化遗产名录。2008年6月7日，尧的传说经国务院批准列入山西省绛县第二批国家级非物质文化遗产名录，遗产编号Ⅰ-35。","据史料记载，帝尧名放勋，姓伊祁氏，是轩辕黄帝五世孙，尧和父帝喾、兄挚都是传说中父系氏族社会后期部落联盟首领，《史记》《帝王世纪》称尧为五帝之一，史称帝尧，民间俗称尧王。鄄城县境内关于“尧的传说”文化资源丰富。

同时，鄄城县不仅是尧帝的诞生地，也是尧帝的归葬之所，境内与帝尧相关的民间传说更是丰富多彩。在鄄城流传的有尧王“箕山访许由”、“历山访舜”、“尧嫁二女”、“智试娥英”、“尧葬谷林”等十余种。且“尧的传说”在该县境内都有对应的实际地名存在，而这些地名大多都有经考古发现证实的文物遗存。

自东汉光武帝刘秀于建武二年（26年）始祭谷林尧陵，至清光绪三十一年（1905年）的1800多年间，历代帝王祭祀谷林尧陵未曾间断。“尧的传说”源于山东鄄城，广为流传于鲁西南民间及中国各地。 

根据山西省绛县尧寓村村民世代传说和有关文献记载，尧王出生在尧寓村。该村有陶唐遗风、巍严配天、创建寨记、古驿道碑等古石碑，还有东尧岭的尧王庙、西尧岭的全神庙、村前的三官庙、中尧岭的尧王出生秘洞等遗址，据说都与尧王有关。东西尧岭的新石器时代文化、仰韶文化和龙山文化遗址也有许多与尧王相关的遗迹，如尧王坐过的石椅和用过的石桌、尧王洗澡潭、尧王祭天坛、尧王点将台、尧王祭天塔、南天门、锅锅门、青龙岗等。 

当历史进入20世纪，以顾颉刚为首的古史辨派学者，对大禹的生平及尧舜禹间的关系进行研究，得出古史并不可信的结论，认为尧舜的故事从春秋战国才出现，不是信史而是神话。",,Success
